wb_cc_dataset
country,year,greenhouse_gas_emissions,agricultural_land,co2_emissions,arable_land,agricultural_irrigated_land,cereal_yield,population_growth,urban_population,GDP
Canada,1991,,13.5223719413421,,,,,,,
Canada,1990,,13.5223719413421,,,,,,,
Turkiye,2020,,49.0651351948339,,,,,,,
Turkiye,2019,,49.0053662149344,,,,,,,
Turkiye,2018,,49.1171082208334,,,,,,,
Turkiye,2017,,49.3275989761314,,,,,,,
Turkiye,2016,,49.8005535127269,,,,,,,
Turkiye,2015,,50.0903031326741,,,,,,,
Turkiye,2014,,50.0942011096241,,,,,,,
Turkiye,2013,,49.9239894494757,,,,,,,
Turkiye,2012,,49.9032002390759,,,,,,,
Turkiye,2011,,49.6953081350779,,,,,,,
Turkiye,2010,,50.6892922573184,,,,,,,
Turkiye,2009,,50.5580603666697,,,,,,,
Turkiye,2008,,50.8322180788171,,,,,,,
Turkiye,2007,,51.3298598027624,,,,,,,
Turkiye,2006,,52.6135935449502,,,,,,,
Turkiye,2005,,53.5621012694412,,,,,,,
Turkiye,2004,,53.5452100359913,,,,,,,
Turkiye,2003,,52.8097917180983,,,,,,,
Turkiye,2002,,53.5270194768915,,,,,,,
Turkiye,2001,,53.2307732286943,,,,,,,
Turkiye,2000,,52.5954029858503,,,,,,,
Turkiye,1999,,52.3654223458025,,,,,,,
Turkiye,1998,,51.8677806218572,,,,,,,
Turkiye,1997,,50.9881371568156,,,,,,,
Turkiye,1996,,51.1466548861141,,,,,,,
Turkiye,1995,,51.3142678949625,,,,,,,
Turkiye,1994,,52.1666255213544,,,,,,,
Turkiye,1993,,51.8599846679573,,,,,,,
Turkiye,1992,,51.8482907371074,,,,,,,
Turkiye,1991,,52.0600808180554,,,,,,,
Turkiye,1990,,51.5533438145603,,,,,,,
Ukraine,2020,,71.2996202968588,,,,,,,
Ukraine,2019,,71.2996202968588,,,,,,,
Ukraine,2018,,71.3306869175009,,,,,,,
Ukraine,2017,,71.6191955808735,,,,,,,
Ukraine,2016,,71.665314436638,,,,,,,
Ukraine,2015,,71.6532306789345,,,,,,,
Ukraine,2014,,71.658409432236,,,,,,,
Ukraine,2013,,71.6805910377684,,,,,,,
Ukraine,2012,,71.2853000069046,,,,,,,
Ukraine,2011,,71.2576814195954,,,,,,,
Ukraine,2010,,71.2335151556998,,,,,,,
Ukraine,2009,,71.2490506110613,,,,,,,
Ukraine,2008,,71.2766691983705,,,,,,,
Ukraine,2007,,71.2305594393524,,,,,,,
Ukraine,2006,,71.2579397956366,,,,,,,
Ukraine,2005,,71.2899996548034,,,,,,,
Ukraine,2004,,71.3812269133842,,,,,,,
Ukraine,2003,,71.3829530155004,,,,,,,
Ukraine,2002,,71.4537232022646,,,,,,,
Ukraine,2001,,71.4335030637784,,,,,,,
Ukraine,2000,,71.4697505825494,,,,,,,
Ukraine,1999,,71.5508759817036,,,,,,,
Ukraine,1998,,71.8235954086476,,,,,,,
Ukraine,1997,,72.2430309829982,,,,,,,
Ukraine,1996,,72.2188659704842,,,,,,,
Ukraine,1995,,72.2413049106758,,,,,,,
Ukraine,1994,,72.2551134892552,,,,,,,
Ukraine,1993,,72.3051695866057,,,,,,,
Ukraine,1992,,72.3724864071805,,,,,,,
Ukraine,1991,,72.3724864071805,,,,,,,
Ukraine,1990,,72.3724864071805,,,,,,,
United States,2020,,44.363367353855,,,,,,,
United States,2019,,44.363367353855,,,,,,,
United States,2018,,44.363367353855,,,,,,,
United States,2017,,44.363367353855,,,,,,,
United States,2016,,44.3037053070702,,,,,,,
United States,2015,,44.2440272776368,,,,,,,
United States,2014,,44.1843601802475,,,,,,,
United States,2013,,44.1246821508141,,,,,,,
United States,2012,,44.0649990707762,,,,,,,
United States,2011,,44.2787583821449,,,,,,,
United States,2010,,44.4925126429091,,,,,,,
United States,2009,,44.7062669036734,,,,,,,
United States,2008,,44.9200211644376,,,,,,,
United States,2007,,45.0623450106528,,,,,,,
United States,2006,,45.0668418846705,,,,,,,
United States,2005,,45.0712950997171,,,,,,,
United States,2004,,45.0758028884775,,,,,,,
United States,2003,,45.0803215919807,,,,,,,
United States,2002,,45.0848730397122,,,,,,,
United States,2001,,45.2900702036254,,,,,,,
United States,2000,,45.2305848555761,,,,,,,
United States,1999,,45.1893009686689,,,,,,,
United States,1998,,45.2658380427472,,,,,,,
United States,1997,,45.2982653052312,,,,,,,
United States,1996,,45.4534139247251,,,,,,,
United States,1995,,45.8719112213614,,,,,,,
United States,1994,,45.9810939233275,,,,,,,
United States,1993,,46.1786054311843,,,,,,,
United States,1992,,46.4494877147624,,,,,,,
United States,1991,,46.615336239049,,,,,,,
United States,1990,,46.615336239049,,,,,,,
South Africa,2020,,79.4178502831612,,,,,,,
South Africa,2019,,79.4178502831612,,,,,,,
South Africa,2018,,79.4178502831612,,,,,,,
South Africa,2017,,79.4178502831612,,,,,,,
South Africa,2016,,79.4178502831612,,,,,,,
South Africa,2015,,79.4178502831612,,,,,,,
South Africa,2014,,79.4178502831612,,,,,,,
South Africa,2013,,79.4178502831612,,,,,,,
South Africa,2012,,79.4178502831612,,,,,,,
South Africa,2011,,79.4450535409574,,,,,,,
South Africa,2010,,79.871237913098,,,,,,,
South Africa,2009,,79.9511990041959,,,,,,,
South Africa,2008,,80.0501199416366,,,,,,,
South Africa,2007,,79.8704135719526,,,,,,,
South Africa,2006,,79.8687648896619,,,,,,,
South Africa,2005,,80.359247871139,,,,,,,
South Africa,2004,,80.4622905143064,,,,,,,
South Africa,2003,,80.7260796808151,,,,,,,
South Africa,2002,,80.8085137953491,,,,,,,
South Africa,2001,,80.796148678169,,,,,,,
South Africa,2000,,80.888474886447,,,,,,,
South Africa,1999,,80.8332440297092,,,,,,,
South Africa,1998,,80.7755401495355,,,,,,,
South Africa,1997,,80.7400934802859,,,,,,,
South Africa,1996,,80.6947547172922,,,,,,,
South Africa,1995,,80.3897484935165,,,,,,,
South Africa,1994,,80.179541501455,,,,,,,
South Africa,1993,,79.9083332646382,,,,,,,
South Africa,1992,,79.526663314346,,,,,,,
South Africa,1991,,79.1408716583271,,,,,,,
South Africa,1990,,78.8070134944646,,,,,,,
China,2020,,,,,,,,,
China,2019,,,386529.998779297,,,,,,
China,2018,,,387070.007324219,,,,,,
China,2017,,,389160.003662109,,,,,,
China,2016,,,384989.990234375,,,,,,
China,2015,,,377799.987792969,,,,,,
China,2014,,,371630.004882813,,,,,,
China,2013,,,380279.998779297,,,,,,
China,2012,,,386970.001220703,,,,,,
China,2011,,,386380.004882813,,,,,,
China,2010,,,387540.008544922,,,,,,
China,2009,,,395290.008544922,,,,,,
China,2008,,,388940.002441406,,,,,,
China,2007,,,385750.0,,,,,,
China,2006,,,375489.990234375,,,,,,
China,2005,,,370089.996337891,,,,,,
China,2004,,,365809.997558594,,,,,,
China,2003,,,352579.986572266,,,,,,
China,2002,,,353369.995117188,,,,,,
China,2001,,,345640.0,,,,,,
China,2000,,,339450.0,,,,,,
China,1999,,,333710.0,,,,,,
China,1998,,,328620.0,,,,,,
China,1997,,,307850.0,,,,,,
China,1996,,,300810.0,,,,,,
China,1995,,,290180.0,,,,,,
China,1994,,,280180.0,,,,,,
China,1993,,,273050.0,,,,,,
China,1992,,,268400.0,,,,,,
China,1991,,,264760.0,,,,,,
China,1990,,,263630.0,,,,,,
China,2020,,,,,,,,,
China,2019,,,10707219.7265625,,,,,,
China,2018,,,10502929.6875,,,,,,
China,2017,,,10096009.765625,,,,,,
China,2016,,,9874660.15625,,,,,,
China,2015,,,9861099.609375,,,,,,
China,2014,,,10006669.921875,,,,,,
China,2013,,,9984570.3125,,,,,,
China,2012,,,9541870.1171875,,,,,,
China,2011,,,9282549.8046875,,,,,,
China,2010,,,8474919.921875,,,,,,
China,2009,,,7719069.82421875,,,,,,
China,2008,,,7199600.09765625,,,,,,
China,2007,,,6993180.17578125,,,,,,
China,2006,,,6437470.21484375,,,,,,
China,2005,,,5824629.8828125,,,,,,
China,2004,,,5124819.82421875,,,,,,
China,2003,,,4415910.15625,,,,,,
China,2002,,,3810060.05859375,,,,,,
China,2001,,,3529080.0,,,,,,
China,2000,,,3346530.0,,,,,,
China,1999,,,3153660.0,,,,,,
China,1998,,,3236280.0,,,,,,
China,1997,,,3134110.0,,,,,,
China,1996,,,3070510.0,,,,,,
China,1995,,,3088620.0,,,,,,
China,1994,,,2767670.0,,,,,,
China,1993,,,2645410.0,,,,,,
China,1992,,,2418180.0,,,,,,
China,1991,,,2302180.0,,,,,,
China,1990,,,2173360.0,,,,,,
Italy,2020,,,,,,,,,
Italy,2019,,,657400.024414063,,,,,,
Italy,2018,,,707700.012207031,,,,,,
Italy,2017,,,732200.012207031,,,,,,
Italy,2016,,,747150.024414063,,,,,,
Italy,2015,,,742309.997558594,,,,,,
Italy,2014,,,736010.009765625,,,,,,
Italy,2013,,,776150.024414063,,,,,,
Italy,2012,,,760130.004882813,,,,,,
Italy,2011,,,746479.98046875,,,,,,
Italy,2010,,,773070.007324219,,,,,,
Italy,2009,,,734809.997558594,,,,,,
Italy,2008,,,789690.002441406,,,,,,
Italy,2007,,,783799.987792969,,,,,,
Italy,2006,,,814409.973144531,,,,,,
Italy,2005,,,802380.004882813,,,,,,
Italy,2004,,,821070.007324219,,,,,,
Italy,2003,,,836789.978027344,,,,,,
Italy,2002,,,833380.004882813,,,,,,
Italy,2001,,,847680.0,,,,,,
Italy,2000,,,830280.0,,,,,,
Italy,1999,,,833590.0,,,,,,
Italy,1998,,,865250.0,,,,,,
Italy,1997,,,872650.0,,,,,,
Italy,1996,,,904340.0,,,,,,
Italy,1995,,,874660.0,,,,,,
Italy,1994,,,875900.0,,,,,,
Italy,1993,,,887060.0,,,,,,
Italy,1992,,,892820.0,,,,,,
Italy,1991,,,932550.0,,,,,,
Italy,1990,,,955310.0,,,,,,
India,2020,,,,,,,,,
India,2019,,,2456300.04882813,,,,,,
India,2018,,,2451929.93164063,,,,,,
India,2017,,,2320409.91210938,,,,,,
India,2016,,,2195250.0,,,,,,
India,2015,,,2158020.01953125,,,,,,
India,2014,,,2147110.10742188,,,,,,
India,2013,,,1972430.05371094,,,,,,
India,2012,,,1909439.94140625,,,,,,
India,2011,,,1756739.99023438,,,,,,
India,2010,,,1659979.98046875,,,,,,
India,2009,,,1564880.00488281,,,,,,
India,2008,,,1424380.00488281,,,,,,
India,2007,,,1336739.99023438,,,,,,
India,2006,,,1215209.9609375,,,,,,
India,2005,,,1136469.97070313,,,,,,
India,2004,,,1085670.04394531,,,,,,
India,2003,,,1011770.01953125,,,,,,
India,2002,,,985450.012207031,,,,,,
India,2001,,,953540.0,,,,,,
India,2000,,,937860.0,,,,,,
India,1999,,,901330.0,,,,,,
India,1998,,,836270.0,,,,,,
India,1997,,,819270.0,,,,,,
India,1996,,,774070.0,,,,,,
India,1995,,,737860.0,,,,,,
India,1994,,,685900.0,,,,,,
India,1993,,,651350.0,,,,,,
India,1992,,,626290.0,,,,,,
India,1991,,,607230.0,,,,,,
India,1990,,,563580.0,,,,,,
Fiji,2020,,,,,,,,,
Fiji,2019,,,1081569.94628906,,,,,,
Fiji,2018,,,1116150.02441406,,,,,,
Fiji,2017,,,1155229.98046875,,,,,,
Fiji,2016,,,1167790.0390625,,,,,,
Fiji,2015,,,1179439.94140625,,,,,,
Fiji,2014,,,1217119.99511719,,,,,,
Fiji,2013,,,1262780.02929688,,,,,,
Fiji,2012,,,1253609.98535156,,,,,,
Fiji,2011,,,1213520.01953125,,,,,,
Fiji,2010,,,1156479.98046875,,,,,,
Fiji,2009,,,1100979.98046875,,,,,,
Fiji,2008,,,1158219.97070313,,,,,,
Fiji,2007,,,1225069.94628906,,,,,,
Fiji,2006,,,1189520.01953125,,,,,,
Fiji,2005,,,1212819.94628906,,,,,,
Fiji,2004,,,1209849.97558594,,,,,,
Fiji,2003,,,1214949.95117188,,,,,,
Fiji,2002,,,1206599.97558594,,,,,,
Fiji,2001,,,1170380.0,,,,,,
Fiji,2000,,,1182610.0,,,,,,
Fiji,1999,,,1165320.0,,,,,,
Fiji,1998,,,1130310.0,,,,,,
Fiji,1997,,,1172630.0,,,,,,
Fiji,1996,,,1184670.0,,,,,,
Fiji,1995,,,1171010.0,,,,,,
Fiji,1994,,,1160780.0,,,,,,
Fiji,1993,,,1107610.0,,,,,,
Fiji,1992,,,1115060.0,,,,,,
Fiji,1991,,,1103980.0,,,,,,
Fiji,1990,,,1090530.0,,,,,,
Kenya,2020,,,,,,,,,
Kenya,2019,,,449269.989013672,,,,,,
Kenya,2018,,,452570.007324219,,,,,,
Kenya,2017,,,471579.986572266,,,,,,
Kenya,2016,,,473309.997558594,,,,,,
Kenya,2015,,,471630.004882813,,,,,,
Kenya,2014,,,462239.990234375,,,,,,
Kenya,2013,,,475739.990234375,,,,,,
Kenya,2012,,,486450.012207031,,,,,,
Kenya,2011,,,478399.993896484,,,,,,
Kenya,2010,,,462869.995117188,,,,,,
Kenya,2009,,,448369.995117188,,,,,,
Kenya,2008,,,459549.987792969,,,,,,
Kenya,2007,,,457119.995117188,,,,,,
Kenya,2006,,,448299.987792969,,,,,,
Kenya,2005,,,432190.002441406,,,,,,
Kenya,2004,,,414100.006103516,,,,,,
Kenya,2003,,,404690.002441406,,,,,,
Kenya,2002,,,386000.0,,,,,,
Kenya,2001,,,378830.0,,,,,,
Kenya,2000,,,379180.0,,,,,,
Kenya,1999,,,355180.0,,,,,,
Kenya,1998,,,365140.0,,,,,,
Kenya,1997,,,342480.0,,,,,,
Kenya,1996,,,322700.0,,,,,,
Kenya,1995,,,306840.0,,,,,,
Kenya,1994,,,326500.0,,,,,,
Kenya,1993,,,300670.0,,,,,,
Kenya,1992,,,291680.0,,,,,,
Kenya,1991,,,288000.0,,,,,,
Kenya,1990,,,269580.0,,,,,,
Netherlands,2020,,,,,,,,,
Netherlands,2019,,,146339.996337891,,,,,,
Netherlands,2018,,,151360.000610352,,,,,,
Netherlands,2017,,,155759.994506836,,,,,,
Netherlands,2016,,,158539.993286133,,,,,,
Netherlands,2015,,,157410.003662109,,,,,,
Netherlands,2014,,,149789.993286133,,,,,,
Netherlands,2013,,,157089.996337891,,,,,,
Netherlands,2012,,,157470.001220703,,,,,,
Netherlands,2011,,,158770.004272461,,,,,,
Netherlands,2010,,,171110.000610352,,,,,,
Netherlands,2009,,,160490.005493164,,,,,,
Netherlands,2008,,,165220.001220703,,,,,,
Netherlands,2007,,,164550.003051758,,,,,,
Netherlands,2006,,,163699.996948242,,,,,,
Netherlands,2005,,,167929.992675781,,,,,,
Netherlands,2004,,,172119.995117188,,,,,,
Netherlands,2003,,,170360.000610352,,,,,,
Netherlands,2002,,,167429.992675781,,,,,,
Netherlands,2001,,,167120.0,,,,,,
Netherlands,2000,,,162100.0,,,,,,
Netherlands,1999,,,161450.0,,,,,,
Netherlands,1998,,,166730.0,,,,,,
Netherlands,1997,,,166310.0,,,,,,
Netherlands,1996,,,173620.0,,,,,,
Netherlands,1995,,,164110.0,,,,,,
Netherlands,1994,,,157260.0,,,,,,
Netherlands,1993,,,158150.0,,,,,,
Netherlands,1992,,,153250.0,,,,,,
Netherlands,1991,,,154510.0,,,,,,
Netherlands,1990,,,148380.0,,,,,,
Canada,2020,,,,,,,,,
Canada,2019,,,1703589.96582031,,,,,,
Canada,2018,,,1661000.0,,,,,,
Canada,2017,,,1594550.04882813,,,,,,
Canada,2016,,,1571520.01953125,,,,,,
Canada,2015,,,1592560.05859375,,,,,,
Canada,2014,,,1611959.9609375,,,,,,
Canada,2013,,,1632680.05371094,,,,,,
Canada,2012,,,1675760.00976563,,,,,,
Canada,2011,,,1699089.96582031,,,,,,
Canada,2010,,,1617829.95605469,,,,,,
Canada,2009,,,1546670.04394531,,,,,,
Canada,2008,,,1655189.94140625,,,,,,
Canada,2007,,,1658150.02441406,,,,,,
Canada,2006,,,1654849.97558594,,,,,,
Canada,2005,,,1611979.98046875,,,,,,
Canada,2004,,,1600979.98046875,,,,,,
Canada,2003,,,1610000.0,,,,,,
Canada,2002,,,1565339.96582031,,,,,,
Canada,2001,,,1567170.0,,,,,,
Canada,2000,,,1563850.0,,,,,,
Canada,1999,,,1523720.0,,,,,,
Canada,1998,,,1487970.0,,,,,,
Canada,1997,,,1489510.0,,,,,,
Canada,1996,,,1601180.0,,,,,,
Canada,1995,,,1635490.0,,,,,,
Canada,1994,,,1685050.0,,,,,,
Canada,1993,,,1880250.0,,,,,,
Canada,1992,,,2030810.0,,,,,,
Canada,1991,,,2136440.0,,,,,,
Canada,1990,,,2163530.0,,,,,,
Turkiye,2020,,,,,,,,,
Turkiye,2019,,,396839.996337891,,,,,,
Turkiye,2018,,,411730.010986328,,,,,,
Turkiye,2017,,,415899.993896484,,,,,,
Turkiye,2016,,,374589.996337891,,,,,,
Turkiye,2015,,,351589.996337891,,,,,,
Turkiye,2014,,,340640.014648438,,,,,,
Turkiye,2013,,,318170.013427734,,,,,,
Turkiye,2012,,,328880.004882813,,,,,,
Turkiye,2011,,,317720.001220703,,,,,,
Turkiye,2010,,,297109.985351563,,,,,,
Turkiye,2009,,,287829.986572266,,,,,,
Turkiye,2008,,,287190.002441406,,,,,,
Turkiye,2007,,,288970.001220703,,,,,,
Turkiye,2006,,,261079.986572266,,,,,,
Turkiye,2005,,,235000.0,,,,,,
Turkiye,2004,,,224600.006103516,,,,,,
Turkiye,2003,,,219160.003662109,,,,,,
Turkiye,2002,,,208110.000610352,,,,,,
Turkiye,2001,,,197770.0,,,,,,
Turkiye,2000,,,216400.0,,,,,,
Turkiye,1999,,,192650.0,,,,,,
Turkiye,1998,,,193690.0,,,,,,
Turkiye,1997,,,193430.0,,,,,,
Turkiye,1996,,,185340.0,,,,,,
Turkiye,1995,,,168150.0,,,,,,
Turkiye,1994,,,153820.0,,,,,,
Turkiye,1993,,,155580.0,,,,,,
Turkiye,1992,,,149800.0,,,,,,
Turkiye,1991,,,143800.0,,,,,,
Turkiye,1990,,,139200.0,,,,,,
Ukraine,2020,,,,,,,,,
Ukraine,2019,,,174729.995727539,,,,,,
Ukraine,2018,,,185619.995117188,,,,,,
Ukraine,2017,,,174940.002441406,,,,,,
Ukraine,2016,,,201660.003662109,,,,,,
Ukraine,2015,,,191070.007324219,,,,,,
Ukraine,2014,,,237729.995727539,,,,,,
Ukraine,2013,,,270269.989013672,,,,,,
Ukraine,2012,,,277109.985351563,,,,,,
Ukraine,2011,,,283339.996337891,,,,,,
Ukraine,2010,,,268920.013427734,,,,,,
Ukraine,2009,,,251619.995117188,,,,,,
Ukraine,2008,,,301200.012207031,,,,,,
Ukraine,2007,,,312140.014648438,,,,,,
Ukraine,2006,,,303989.990234375,,,,,,
Ukraine,2005,,,295410.003662109,,,,,,
Ukraine,2004,,,307140.014648438,,,,,,
Ukraine,2003,,,330230.010986328,,,,,,
Ukraine,2002,,,303940.002441406,,,,,,
Ukraine,2001,,,300550.0,,,,,,
Ukraine,2000,,,297380.0,,,,,,
Ukraine,1999,,,305730.0,,,,,,
Ukraine,1998,,,309290.0,,,,,,
Ukraine,1997,,,328240.0,,,,,,
Ukraine,1996,,,346110.0,,,,,,
Ukraine,1995,,,399250.0,,,,,,
Ukraine,1994,,,415670.0,,,,,,
Ukraine,1993,,,499310.0,,,,,,
Ukraine,1992,,,574640.0,,,,,,
Ukraine,1991,,,651930.0,,,,,,
Ukraine,1990,,,688620.0,,,,,,
United States,2020,,,,,,,,,
United States,2019,,,4817720.21484375,,,,,,
United States,2018,,,4975310.05859375,,,,,,
United States,2017,,,4819370.1171875,,,,,,
United States,2016,,,4894500.0,,,,,,
United States,2015,,,4990709.9609375,,,,,,
United States,2014,,,5107209.9609375,,,,,,
United States,2013,,,5092100.09765625,,,,,,
United States,2012,,,4956060.05859375,,,,,,
United States,2011,,,5173600.09765625,,,,,,
United States,2010,,,5392109.86328125,,,,,,
United States,2009,,,5156430.17578125,,,,,,
United States,2008,,,5558379.8828125,,,,,,
United States,2007,,,5736319.82421875,,,,,,
United States,2006,,,5653080.078125,,,,,,
United States,2005,,,5753490.234375,,,,,,
United States,2004,,,5738290.0390625,,,,,,
United States,2003,,,5658990.234375,,,,,,
United States,2002,,,5593029.78515625,,,,,,
United States,2001,,,5748260.0,,,,,,
United States,2000,,,5775810.0,,,,,,
United States,1999,,,5609020.0,,,,,,
United States,1998,,,5590540.0,,,,,,
United States,1997,,,5543350.0,,,,,,
United States,1996,,,5273490.0,,,,,,
United States,1995,,,5117040.0,,,,,,
United States,1994,,,5066810.0,,,,,,
United States,1993,,,4995210.0,,,,,,
United States,1992,,,4879630.0,,,,,,
United States,1991,,,4807500.0,,,,,,
United States,1990,,,4844520.0,,,,,,
South Africa,2020,,,,,,,,,
South Africa,2019,,,439640.014648438,,,,,,
South Africa,2018,,,434350.006103516,,,,,,
South Africa,2017,,,435649.993896484,,,,,,
South Africa,2016,,,425140.014648438,,,,,,
South Africa,2015,,,424809.997558594,,,,,,
South Africa,2014,,,447929.992675781,,,,,,
South Africa,2013,,,436920.013427734,,,,,,
South Africa,2012,,,426779.998779297,,,,,,
South Africa,2011,,,409260.009765625,,,,,,
South Africa,2010,,,425309.997558594,,,,,,
South Africa,2009,,,404200.012207031,,,,,,
South Africa,2008,,,426739.990234375,,,,,,
South Africa,2007,,,397059.997558594,,,,,,
South Africa,2006,,,379790.008544922,,,,,,
South Africa,2005,,,377649.993896484,,,,,,
South Africa,2004,,,379989.990234375,,,,,,
South Africa,2003,,,353089.996337891,,,,,,
South Africa,2002,,,331320.007324219,,,,,,
South Africa,2001,,,320540.0,,,,,,
South Africa,2000,,,284660.0,,,,,,
South Africa,1999,,,278410.0,,,,,,
South Africa,1998,,,296490.0,,,,,,
South Africa,1997,,,289030.0,,,,,,
South Africa,1996,,,274110.0,,,,,,
South Africa,1995,,,264310.0,,,,,,
South Africa,1994,,,252140.0,,,,,,
South Africa,1993,,,246490.0,,,,,,
South Africa,1992,,,238820.0,,,,,,
South Africa,1991,,,242330.0,,,,,,
South Africa,1990,,,247660.0,,,,,,
China,2020,,,,3.98386899670048,,,,,
China,2019,,,,3.97463865148557,,,,,
China,2018,,,,4.02677060122049,,,,,
China,2017,,,,3.99790952181612,,,,,
China,2016,,,,3.90755614259973,,,,,
China,2015,,,,4.04705622014241,,,,,
China,2014,,,,4.16025148718483,,,,,
China,2013,,,,4.06399125261966,,,,,
China,2012,,,,4.11821980396496,,,,,
China,2011,,,,4.12570454160863,,,,,
China,2010,,,,3.331261471174,,,,,
China,2009,,,,3.53300443877485,,,,,
China,2008,,,,3.12329640862762,,,,,
China,2007,,,,3.01016622626037,,,,,
China,2006,,,,3.15374301966859,,,,,
China,2005,,,,3.43673118727464,,,,,
China,2004,,,,3.35094958541062,,,,,
China,2003,,,,3.02513570154771,,,,,
China,2002,,,,3.08956952995848,,,,,
China,2001,,,,3.15009827785949,,,,,
China,2000,,,,3.05546516017339,,,,,
China,1999,,,,2.99311404136782,,,,,
China,1998,,,,2.77911562943389,,,,,
China,1997,,,,2.72106009918905,,,,,
China,1996,,,,2.49834034078336,,,,,
China,1995,,,,2.1916613514182,,,,,
China,1994,,,,2.32261171784492,,,,,
China,1993,,,,2.22732775340718,,,,,
China,1992,,,,2.11212787836976,,,,,
China,1991,,,,2.23995418038869,,,,,
China,1990,,,,2.20715150410684,,,,,
China,2020,,,,12.6765905798473,,,,,
China,2019,,,,12.6767072944018,,,,,
China,2018,,,,12.676760346472,,,,,
China,2017,,,,12.6770178210856,,,,,
China,2016,,,,12.6808167538056,,,,,
China,2015,,,,12.6893569275309,,,,,
China,2014,,,,12.6958930783302,,,,,
China,2013,,,,12.7071931712043,,,,,
China,2012,,,,12.7282023347818,,,,,
China,2011,,,,12.800416828082,,,,,
China,2010,,,,12.8778413090614,,,,,
China,2009,,,,12.9429683203196,,,,,
China,2008,,,,12.9226135155496,,,,,
China,2007,,,,12.8966344923446,,,,,
China,2006,,,,12.9030172525385,,,,,
China,2005,,,,12.8669586059388,,,,,
China,2004,,,,12.8408725348885,,,,,
China,2003,,,,12.8211547472436,,,,,
China,2002,,,,12.80143520109,,,,,
China,2001,,,,12.759858865325,,,,,
China,2000,,,,12.6970619754475,,,,,
China,1999,,,,12.697446393576,,,,,
China,1998,,,,12.6978442838029,,,,,
China,1997,,,,12.6989849024532,,,,,
China,1996,,,,12.731638427071,,,,,
China,1995,,,,12.7573020736956,,,,,
China,1994,,,,12.8761007016691,,,,,
China,1993,,,,12.9400817216942,,,,,
China,1992,,,,13.1104855660729,,,,,
China,1991,,,,13.320890811031,,,,,
China,1990,,,,13.2079956115174,,,,,
Italy,2020,,,,33.3838976501903,,,,,
Italy,2019,,,,33.5270042073328,,,,,
Italy,2018,,,,33.5766214437003,,,,,
Italy,2017,,,,33.694936600166,,,,,
Italy,2016,,,,33.6701396839936,,,,,
Italy,2015,,,,33.9563148540962,,,,,
Italy,2014,,,,34.018343364861,,,,,
Italy,2013,,,,34.0403577161202,,,,,
Italy,2012,,,,33.9530613415964,,,,,
Italy,2011,,,,34.0687399586872,,,,,
Italy,2010,,,,33.9845655105144,,,,,
Italy,2009,,,,34.2646510427125,,,,,
Italy,2008,,,,34.2253965522187,,,,,
Italy,2007,,,,34.0637278802306,,,,,
Italy,2006,,,,34.0272998394127,,,,,
Italy,2005,,,,34.1323546278243,,,,,
Italy,2004,,,,34.1141726639333,,,,,
Italy,2003,,,,33.9067113901551,,,,,
Italy,2002,,,,33.7986584876455,,,,,
Italy,2001,,,,33.8578389223273,,,,,
Italy,2000,,,,33.8271958733343,,,,,
Italy,1999,,,,33.8758668118517,,,,,
Italy,1998,,,,34.0352988367429,,,,,
Italy,1997,,,,33.8977223893425,,,,,
Italy,1996,,,,33.9024320375834,,,,,
Italy,1995,,,,33.9014608994557,,,,,
Italy,1994,,,,33.8145570164132,,,,,
Italy,1993,,,,33.4440879926673,,,,,
Italy,1992,,,,32.8444991836852,,,,,
Italy,1991,,,,33.1080113424799,,,,,
Italy,1990,,,,34.2880875318649,,,,,
India,2020,,,,52.2566927777909,,,,,
India,2019,,,,52.2566927777909,,,,,
India,2018,,,,52.29329810742,,,,,
India,2017,,,,52.4336271815794,,,,,
India,2016,,,,52.5755165327477,,,,,
India,2015,,,,52.6078050847743,,,,,
India,2014,,,,52.6246220389548,,,,,
India,2013,,,,52.617558918199,,,,,
India,2012,,,,52.6525381828945,,,,,
India,2011,,,,52.7981730060978,,,,,
India,2010,,,,52.8082631786061,,,,,
India,2009,,,,53.1160134401098,,,,,
India,2008,,,,53.1398935150461,,,,,
India,2007,,,,53.1489746703036,,,,,
India,2006,,,,53.3642316838144,,,,,
India,2005,,,,53.6272488471978,,,,,
India,2004,,,,53.7069612100135,,,,,
India,2003,,,,53.7466492218795,,,,,
India,2002,,,,53.959551861805,,,,,
India,2001,,,,53.9235635798587,,,,,
India,2000,,,,54.127048725443,,,,,
India,1999,,,,54.1421839842055,,,,,
India,1998,,,,54.2881551464925,,,,,
India,1997,,,,54.3527322505457,,,,,
India,1996,,,,54.1590009383861,,,,,
India,1995,,,,54.456997366465,,,,,
India,1994,,,,54.6635095638018,,,,,
India,1993,,,,54.6840262479021,,,,,
India,1992,,,,54.7243869379354,,,,,
India,1991,,,,54.884484341734,,,,,
India,1990,,,,54.9776502678941,,,,,
Fiji,2020,,,,11.2592592592593,,,,,
Fiji,2019,,,,11.3141289437586,,,,,
Fiji,2018,,,,11.363511659808,,,,,
Fiji,2017,,,,11.4156378600823,,,,,
Fiji,2016,,,,11.4787379972565,,,,,
Fiji,2015,,,,11.5363511659808,,,,,
Fiji,2014,,,,11.5829903978052,,,,,
Fiji,2013,,,,11.6268861454047,,,,,
Fiji,2012,,,,11.6488340192044,,,,,
Fiji,2011,,,,11.6707818930041,,,,,
Fiji,2010,,,,11.7475994513032,,,,,
